CLASE DE ACCIDENTE,GRAVEDAD,VIAS,CORREGIMIENTO,DÍA SEMANA,FECHA DE OCURRECIA,HORA OCURRENCIA
CHOQUE,MUERTOS,CALI-CANDELARIA,EL CARMELO,DOMINGO,2024-07-21,10:00:00 PM
CHOQUE,HERIDOS,CABECERA-CANDELARIA,CABECERA-CANDELARIA,MARTES,2024-07-23,3:00:00 PM
CHOQUE,HERIDOS,CABECERA-CANDELARIA,CABECERA-CANDELARIA,SABADO,2024-07-27,12:00:00 AM
CHOQUE,MUERTOS,CALI-FLORIDA,CANDELARIA,SABADO,2024-07-31,12:00:00 AM
ATROPELLO,HERIDOS,CARRERA 10 CALLE 14,VILLAGORGONA,JUEVES,2024-08-01,9:00:00 AM
CHOQUE,MUERTOS,CALI-FLORIDA,LA REGINA,VIERNES,2024-08-02,5:00:00 PM
CHOQUE,HERIDOS,CALI-FLORIDA,LA REGINA,SABADO,2024-08-03,4:00:00 AM
VOLCAMIENTO,MUERTOS,CANDELARIA-CALI,VILLAGORGONA,MIERCOLES,2024-08-07,5:00:00 PM
CHOQUE,HERIDOS,PALMIRA-VILLARICA,CABECERA-CANDELARIA,MIERCOLES,2024-08-14,2:00:00 PM
CHOQUE,HERIDOS,CALLE 16 CR 2,VILLAGORGONA,VIERNES,2024-08-16,4:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,MARTES,2024-08-20,6:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,MIERCOLES,2024-08-21,6:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2024-08-21,7:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,DOMINGO,2024-08-25,3:00:00 AM
ATROPELLO,HERIDOS,CARRERA 6 CALLE 8-81,CABECERA-CANDELARIA,LUNES,2024-08-26,7:00:00 PM
CHOQUE,HERIDOS,CR 12 CALLE 5,CABECERA-CANDELARIA,MARTES,2024-08-27,12:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,POBLADO CAMPESTRE,MIERCOLES,2024-08-28,12:00:00 AM
CHOQUE,HERIDOS,FLORIDA-CALI,EL CARMELO,MIERCOLES,2024-08-28,12:00:00 AM
CHOQUE,MUERTOS,CANDELARIA-CALI,EL CARMELO,VIERNES,2024-08-30,3:00:00 PM
VOLCAMIENTO,HERIDOS,FLORIDA-CALI,EL CRUCERO,SABADO,2024-08-31,1:00:00 AM
ATROPELLO,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,DOMINGO,2024-09-01,3:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2024-09-04,9:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,JUANCHITO,VIERNES,2024-09-13,6:00:00 PM
CHOQUE,MUERTOS,CANDELARIA-CALI,VILLAGORGONA,MARTES,2024-09-17,3:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,EL CARMELO,LUNES,2024-09-16,2:00:00 PM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,MIERCOLES,2024-09-25,6:00:00 AM
CHOQUE,HERIDOS,CR 12A  - CALLE 21A,VILLAGORGONA,DOMINGO,2024-09-29,8:00:00 AM
CHOQUE,HERIDOS,VILLARICA-PALMIRA,EL LAURO,MARTES,2024-10-01,12:00:00 PM
ATROPELLO,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,MIERCOLES,2024-10-02,5:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CARMELO,VIERNES,2024-10-04,1:00:00 PM
CHOQUE,HERIDOS,CARRERA 9 FRENTE AL # 16-7,VILLAGORGONA,JUEVES,2024-10-03,6:00:00 AM
CHOQUE,HERIDOS,CALI-CANDELARIA,EL CRUCERO,SABADO,2024-10-05,9:00:00 AM
CHOQUE,MUERTOS,CALI-CANDELARIA,EL CARMELO,LUNES,2024-10-07,6:00:00 AM
CHOQUE,HERIDOS,FLORIDA-CALI,CANDELARIA,JUEVES,2024-10-17,8:00:00 AM
CHOQUE,HERIDOS,CANDELARIA-CALI,JUANCHITO,SABADO,2024-10-19,9:00:00 PM
ATROPELLO,HERIDOS,CANDELARIA-CALI,VILLAGORGONA,DOMINGO,1989-10-17,6:00:00 PM
CHOQUE,HERIDOS,CALI-CANDELARIA,VILLAGORGONA,MARTES,2024-10-22,6:00:00 AM
ATROPELLO,HERIDOS,CALLE 17 CR 12A,VILLAGORGONA,LUNES,2024-10-21,6:00:00 PM
